"Urun_Ad",Marka,Seri,"Urun_URL",SSD,"Islemci_Turu","Islemci_Nesli","Islemci_Modeli","Islemci_Cekirdek_Sayisi","Islemci_Hizi","Ekran_Kart","Ekran_Karti_Modeli","Ekran_Karti_Tipi","Ekran_Karti_Hafizasi",RAM,"RAM_Frekans","Ram_Turu","Cozunurluk_Format","Ekran_Boyutu","Ekran_Cozunurlugu","Ekran_Yenileme_Hizi","Panel_Tipi","Isletim_Sistemi",Agirlik,"Pil_Gucu",Fiyat
"Casper Nirvana X600.1342-DF00P-G-F i5-13420H 32 GB 1 TB SSD UHD Graphics 15.6"" Full HD Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-1342-df00p-g-f-i5-13420h-32-gb-1-tb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,914966541.html","1 TB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home","1.6","38 Wh","23.847"
"MacBook Air M4 16 GB 512 GB SSD 15.3"" MW1H3TU/A Gümüş",MacBook,"MacBook Air","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-air-m4-16-gb-512-gb-ssd-15-3-mw1h3tu-a-gumus-fiyati,967579414.html","512 GB","Apple M4",,"Apple M4",,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.3 inç","2880x1864 px","144 Hz",IPS,macOS,"1.51","60 Wh","69.899"
"Asus Zenbook 14 OLED UM3406KA-PP110W Ryzen AI 7 350 16 GB 512 GB SSD Radeon 860M 14"" Notebook",Asus,"Asus Zenbook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-zenbook-14-oled-um3406ka-pp110w-ryzen-ai-7-350-16-gb-512-gb-ssd-radeon-860m-14-notebook-fiyati,974421210.html","512 GB","AMD Ryzen AI 7",,350,8,"2.00 GHz",AMD,"Radeon 860M","Paylaşımlı","6 GB","16 GB","3200 MHz",LPDDR5x,"Full HD","14 inç","2880x1800 px","120 Hz",IPS,"Windows 11 Home","1.2","75 Wh","51.999"
"iLife Zed Air CX7 NTBTILWBI7158256 i7-7Y75 8 GB 256 GB SSD HD Graphics 615 15.6"" Full HD Notebook",iLife,"iLife Zed","https//www.akakce.com/laptop-notebook/en-ucuz-ilife-zed-air-cx7-ntbtilwbi7158256-i7-7y75-8-gb-256-gb-ssd-hd-graphics-615-15-6-full-hd-notebook-fiyati,987792213.html","256 GB","Intel Core i7",,"i7-7Y75",,"1.30 GHz",Intel,"HD Graphics 615","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Win 10 Home",,"60 Wh","10.967"
"Asus Vivobook 15 X1504VA-NJ2380 i3-1315U 8 GB 512 GB SSD UHD Graphics 15.6"" Full HD Notebook",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-x1504va-nj2380-i3-1315u-8-gb-512-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,992163066.html","512 GB","Intel Core i3","13. Nesil","i3-1315U",6,"3.3 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","60 Hz",IPS,"Free Dos","1.7","42 Wh","12.999"
"Lenovo ThinkBook 13s G2 ITL 20V9005VTX i5-1135G7 8 GB 256 GB SSD Iris Xe Graphics 13.3"" Notebook",Lenovo,"Lenovo ThinkBook","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-13s-g2-20v9005vtx-i5-1135g7-8-gb-256-gb-ssd-iris-xe-graphics-13-3-notebook-fiyati,1104235264.html","256 GB","Intel Core i5","11. Nesil","i5-1135G7",4,"2.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","13.3 inç","1920x1200 px","144 Hz",IPS,"Free Dos",,"60 Wh","33.570"
"HP 240 G8 34P71ES i5-1035G1 8 GB 256 GB SSD UHD Graphics 14"" Full HD Notebook",HP,"HP 240","https//www.akakce.com/laptop-notebook/en-ucuz-hp-240-g8-34p71es-i5-1035g1-8-gb-256-gb-ssd-uhd-graphics-14-full-hd-notebook-fiyati,1131596882.html","256 GB","Intel Core i5","10. Nesil","i5-1035G1",4,"1.00 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","17.752"
"Huawei MateBook X Pro 2021 i7-1165G7 16 GB 512 GB SSD Iris Xe Graphics 13.9"" Notebook",Huawei,"Huawei MateBook X","https//www.akakce.com/laptop-notebook/en-ucuz-huawei-matebook-x-pro-2021-i7-1165g7-16-gb-512-gb-ssd-iris-xe-graphics-13-9-notebook-fiyati,1139782718.html","512 GB","Intel Core i7","11. Nesil","i7-1165G7",4,"2.80 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","13.9 inç","3000x2000 px","144 Hz",IPS,"Windows 10 Home",,"60 Wh","49.899"
"Huawei MateBook D14 i5-10210U 8 GB 512 GB SSD UHD Graphics 14"" Full HD Notebook",Huawei,"Huawei MateBook","https//www.akakce.com/laptop-notebook/en-ucuz-huawei-matebook-d14-2021-intel-core-i5-10210u-8gb-512gb-win-10-14-fhd-tasinabilir-bilgisayar-fiyati,1585577573.html","512 GB","Intel Core i5","10. Nesil","i5-10210U",4,"1.60 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",IPS,"Windows 10 Home",,"56 Wh","23.999"
"Lenovo V15 G2 ALC 82KD0042TX Ryzen 5 5500U 8 GB 256 GB SSD Radeon Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-82kd0042tx-r5-5500u-8gb-256gb-15-6-free-dos-fiyati,2011311986.html","256 GB","AMD Ryzen 5",,,6,"2.10 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"38 Wh","17.699"
"Asus X515EA-BQ868W i3-1115G4 4 GB 256 GB SSD UHD Graphics 15.6"" Full HD Notebook",Asus,"Asus X515EA-BQ868W","https//www.akakce.com/laptop-notebook/en-ucuz-asus-x515ea-bq868w-i3-1115g4-4-gb-256-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,2091773790.html","256 GB","Intel Core i3","11. Nesil","i3-1115G4",2,"3.00 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","4 GB","2666 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home","1.8","37 Wh","23.599"
"Dell Latitude 5440 N013L544014EMEA-VP-UBU i5-1335U 16 GB 512 GB SSD Iris Xe Graphics 14"" Full HD Notebook",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-5440-n013l544014emea-vp-ubu-i5-1335u-16-gb-512-gb-ssd-iris-xe-graphics-14-full-hd-notebook-fiyati,165022104.html","512 GB","Intel Core i5","13. Nesil","i5-1335U",10,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","60 Hz",IPS,Linux,,"54 Wh","30.599"
"Dell Inspiron 3520 Intel Core I7 1255U 16GB 1tb SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar I35201013UA34",Dell,"Dell Inspiron","https//www.akakce.com/laptop-notebook/en-ucuz-dell-inspiron-3520-intel-core-i7-1255u-16gb-1tb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-i35201013ua34-fiyati,240705638.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","24.624"
"Dell Inspiron 3520 I35201013UA58 i7-1255U 32 GB 1 TB SSD Ubuntu 15.6"" FHD Taşınabilir Bilgisayar",Dell,"Dell Inspiron","https//www.akakce.com/laptop-notebook/en-ucuz-dell-inspiron-3520-i35201013ua58-i7-1255u-32-gb-1-tb-ssd-ubuntu-15-6-fhd-tasinabilir-bilgisayar-fiyati,253402189.html","1 TB","Intel Core i7","12. Nesil","i7-1255U",10,"3.50 GHz",,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,Linux,,"48 Wh","25.369"
"Acer Aspire 3 A315-35-C2NS NX.A6LEY.007 N4500 4 GB 128 GB SSD UHD Graphics 15.6"" Full HD Notebook",Acer,"Acer Aspire 3","https//www.akakce.com/laptop-notebook/en-ucuz-acer-aspire-3-a315-35-nx-a6ley-007-n4500-4-gb-128-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,282538727.html","128 GB","Intel Pentium",,N4500,,"1.10 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","4 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home",,"42 Wh","8.199"
"DELL VOSTRO 3520 Intel Core i5-1235U 32GB 512GB SSD 15.6"" FHD Freedos N1605PVNB3520U005",DELL,"DELL VOSTRO","https//www.akakce.com/laptop-notebook/en-ucuz-dell-vostro-3520-intel-core-i5-1235u-32gb-512gb-ssd-15-6-fhd-freedos-n1605pvnb3520u005-fiyati,442970678.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","18.999"
"Lenovo V15 83A1003NTX i7-1355U 16GB 256SSD 15.6'' FullHD FreeDOS Taşınabilir Bilgisayar",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-83a1003ntx-i7-1355u-16gb-256ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-fiyati,459736615.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","22.299"
"Lenovo Lenovo V15 83A1008XTR07 i5-13420H 40GB 1TBSSD 15.6"" FullHD FreeDOS Taşınabilir Bilgisayar-CNT008",Lenovo,"Lenovo Lenovo","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-lenovo-v15-83a1008xtr07-i5-13420h-40gb-1tbssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-cnt008-fiyati,565194102.html","1 TB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",,,,"6 GB","40 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","25.073"
"Lenovo 16"" Thınkpad E16 Gen1 21JN000BTX06 Coer I5 1335U-32GB RAM-512GB Nvme-Fdos",Lenovo,"Lenovo 16""","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-16-thinkpad-e16-gen1-21jn000btx06-coer-i5-1335u-32gb-ram-512gb-nvme-fdos-fiyati,625015666.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","31.435"
"Lenovo V15 G3 ABA 82TV009DTXV1 R7-5825U 16 GB 512 GB SSD 15.6"" Free Dos Dizüstü Bilgisayar",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-g3-aba-82tv009dtxv1-r7-5825u-16-gb-512-gb-ssd-15-6-free-dos-dizustu-bilgisayar-fiyati,684174471.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","15.899"
"Dell Vostro 3530 i7-1355U 32GB 512GB SSD 15.6 FHD 120Hz Ubuntu N1601PVNB3530U-32",Dell,"Dell Vostro","https//www.akakce.com/laptop-notebook/en-ucuz-dell-vostro-3530-i7-1355u-32gb-512gb-ssd-15-6-fhd-120hz-ubuntu-n1601pvnb3530u-32-fiyati,704990714.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","24.119"
"Casper Nirvana X600.1270-BF00R-G-F i7-12700H 16 GB 1 TB SSD Iris Xe Graphics 15.6"" W11P Full HD Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-1270-bf00r-g-f-i7-12700h-16-gb-1-tb-ssd-iris-xe-graphics-15-6-w11p-full-hd-notebook-fiyati,721211654.html","1 TB","Intel Core i7","12. Nesil","i7-12700H",14,"3.50 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional","1.6","38 Wh","23.599"
"Lenovo Thinkbook 16 G6 Abp 21KK000WTRV7 Amd Ryzen 7-7730U 32GB Ddr4 1tb SSD 16 Inç Wuxga Freedos Laptop",Lenovo,"Lenovo Thinkbook","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-16-g6-abp-21kk000wtrv7-amd-ryzen-7-7730u-32gb-ddr4-1tb-ssd-16-inc-wuxga-freedos-laptop-fiyati,774101896.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","30.661"
"Lenovo Thinkbook 14 2-In-1 G4 Iml Intel Core Ultra 7 155U 64GB Ddr5 2tb SSD 14"" Dokunmatik Wuxga 300NITS IPS Freedos Taşınabilir Bilgisayar 21MX002VTRF23 + Zetta Çanta",Lenovo,"Lenovo Thinkbook","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-14-2-in-1-g4-iml-intel-core-ultra-7-155u-64gb-ddr5-2tb-ssd-14-dokunmatik-wuxga-300nits-ips-freedos-tasinabilir-bilgisayar-21mx002vtrf23-zetta-canta-fiyati,790148001.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","59.426"
"LENOVO Ideapad 3 Slim Case Intel Core I5-12450h 8gb 512gb Ssd Freedos 14 Inç 83EQ0066TR",LENOVO,"LENOVO Ideapad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-3-slim-case-intel-core-i5-12450h-8gb-512gb-ssd-freedos-14-inc-83eq0066tr-fiyati,824696346.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","19.799"
"Huawei Matebook 14 2024 Core Ultra 7 155H 16 GB 1 TB SSD 14.2",Huawei,"Huawei Matebook","https//www.akakce.com/laptop-notebook/en-ucuz-huawei-matebook-14-2024-core-ultra-7-155h-16-gb-1-tb-ssd-14-2-fiyati,863709448.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","49.499"
"Casper Nirvana C370.4020-4W00b/ Intel Celeron N4020 İşlemci/ Intel Uhd Graphics 600 Ekran Kartı/ 15.6 İnc Tn Ekran/ Windows 11/ Dizüstü Bilgisayar",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-c370-4020-4w00b-intel-celeron-n4020-islemci-intel-uhd-graphics-600-ekran-karti-15-6-inc-tn-ekran-windows-11-dizustu-bilgisayar-fiyati,924651678.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","10.710"
"Casper Nirvana X600.1362-8V00X-G-F Intel Core i7-13620H 8GB RAM 500GB NVME SSD Freedos Laptop",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-1362-8v00x-g-f-intel-core-i7-13620h-8gb-ram-500gb-nvme-ssd-freedos-laptop-fiyati,947690033.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","20.799"
"Huawei MateBook D 16 RolleF-W5851 i5-12450H 8 GB 512 GB 16"" W11H Dizüstü Bilgisayar",Huawei,"Huawei MateBook","https//www.akakce.com/laptop-notebook/en-ucuz-huawei-matebook-d-16-rollef-w5851-i5-12450h-8-gb-512-gb-16-w11h-dizustu-bilgisayar-fiyati,948470991.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","22.049"
"iLife IL ZED AIR CX7 15.6""FHD IPS i7-7Y75 8GB 512GB W10 Gümüş Notebook NTBTILWSI7158512",iLife,"iLife IL","https//www.akakce.com/laptop-notebook/en-ucuz-ilife-il-zed-air-cx7-15-6fhd-ips-i7-7y75-8gb-512gb-w10-gumus-notebook-ntbtilwsi7158512-fiyati,987267298.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","11.262"
"Dell Vostro 3500 N3001VN3500EMEA01_2201_039 i3-1115G4 12 GB 1 TB SSD UHD Graphics 15.6"" Full HD Notebook",Dell,"Dell Vostro","https//www.akakce.com/laptop-notebook/en-ucuz-dell-vostro-3500-intel-core-i3-1115g4-12gb-1tb-ssd-windows-10-pro-15-6-fhd-tasinabilir-bilgisayar-n3001vn3500emea01-2201-039-fiyati,1170292295.html","1 TB","Intel Core i3","11. Nesil","i3-1115G4",2,"3.00 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","12 GB","2666 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","60 Hz",IPS,"Windows 10 Professional","1.84","42 Wh","14.750"
"Dell Inspiron 3511 Intel Core i5 1135G7 16GB 512GB SSD Windows 10 Home 15.6"" Taşınabilir Bilgisayar F35OBF821NA25",Dell,"Dell Inspiron","https//www.akakce.com/laptop-notebook/en-ucuz-dell-inspiron-3511-intel-core-i5-1135g7-16gb-512gb-ssd-windows-10-home-15-6-tasinabilir-bilgisayar-f35obf821na25-fiyati,1955142347.html","512 GB","Intel Core i5","11. Nesil","i5-1135G7",4,"2.40 GHz",,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 10 Home",,"41 Wh","18.955"
"Lenovo IdeaPad 3 15ITL6 82H801AATX i3-1115G4 8 GB 256 GB SSD UHD Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo IdeaPad 3","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-3-dizustu-bilgisayar-15-6-fhd-intel-core-i3-1115g4-8gb-ram-256gb-ssd-integrated-intel-uhd-graphics-windows-11-home-82h801aatx-fiyati,1982156215.html","256 GB","Intel Core i3","11. Nesil","i3-1115G4",2,"3.00 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 10 Home",,"38 Wh","15.500"
"Asus Vivobook Pro 14 Oled K3400PH-KM329W i7-11370H 16 GB 512 GB SSD GTX1650 14"" QHD Notebook",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-pro-14-oled-k3400ph-km329w-i7-11370h-16gb-512ssd-gtx1650-14-qhd-w11h-tasinabilir-bilgisayar-fiyati,147134798.html","512 GB","Intel Core i7","11. Nesil","i7-11370H",,,NVIDIA,"GTX 1650",Harici,"4 GB","16 GB","3200 MHz",DDR4,QHD,"14 inç","2880x1800 px","144 Hz",IPS,"Windows 11 Home",,"60 Wh","79.999"
"Lenovo ThinkPad X1 Yoga Gen 7 21CD004STX i5-1240P 16 GB 512 GB SSD Iris Xe Graphics 14"" İkisi Bir Arada Notebook",Lenovo,"Lenovo ThinkPad X1","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-x1-yoga-gen-7-21cd004stx-i5-1240p-16-gb-512-gb-ssd-iris-xe-graphics-14-ikisi-bir-arada-notebook-fiyati,187628954.html","512 GB","Intel Core i5","12. Nesil","i5-1240P",12,"3.3 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1200 px","144 Hz",IPS,"Free Dos",,"57 Wh","64.890"
"HP Elitebook 650 G9 822G7AA i5-1235U 16 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",HP,"HP EliteBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-650-g9-822g7aa-i5-1235u-16-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,221310377.html","512 GB","Intel Core i5","12. Nesil","i5-1235U",10,"3.3 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional","1.74","51 Wh","32.190"
"MacBook Pro M2 Pro 16 GB 1 TB SSD 14"" MPHF3TU/A Uzay Grisi",MacBook,"MacBook Pro","https//www.akakce.com/laptop-notebook/en-ucuz-apple-macbook-pro-m2-pro-16-gb-1-tb-ssd-14-mphf3tu-a-uzay-grisi-fiyati,260936906.html","1 TB","Apple M2",,"Apple M2 Pro",12,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",IPS,macOS,,"70 Wh","78.699"
"Dell Latitude 3420 N021L342014WP i5-1135G7 16 GB 512 GB SSD Iris Xe Graphics 14"" Full HD Notebook",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-3420-n021l342014wp-i5-1135g7-16-gb-512-gb-ssd-iris-xe-graphics-14-full-hd-notebook-fiyati,271581686.html","512 GB","Intel Core i5","11. Nesil","i5-1135G7",4,"2.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional",,"54 Wh","24.990"
"Lenovo IdeaPad 3 15ITL6 82H8031QTX i5-1155G7 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo IdeaPad 3","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-3-15itl6-82h8031qtx-i5-1155g7-8-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,271655271.html","512 GB","Intel Core i5","11. Nesil","i5-1155G7",4,"2.50 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Windows 11 Home","1.65","38 Wh","18.500"
"Asus Vivobook X1502ZA-EJ1069 i5-1235U 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-x1502za-ej1069-i5-1235u-8-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,283456311.html","512 GB","Intel Core i5","12. Nesil","i5-1235U",10,"3.3 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","1.7","42 Wh","17.799"
"MacBook Pro M3 Pro 18 GB 1 TB 18C GPU 14"" MRX73TU/A Gümüş",MacBook,"Macbook Pro","https//www.akakce.com/laptop-notebook/en-ucuz-macbook-pro-m3-pro-18-gb-1-tb-18c-gpu-14-mrx73tu-a-gumus-fiyati,351153492.html","1 TB","Apple M3",,"Apple  M3 Pro",12,,,,"Paylaşımlı","6 GB","18 GB","3200 MHz",DDR4,"Full HD","14 inç","3024x1964 px","144 Hz",IPS,macOS,,"72.40 Wh","85.700"
"Asus Vivobook 15 F1502ZA-EJ1527 i5-1235U 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-f1502za-ej1527-i5-1235u-8-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,398795778.html","512 GB","Intel Core i5","12. Nesil","i5-1235U",10,"3.3 GHz",Intel,"HD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","60 Hz",IPS,"Free Dos","1.7","42 Wh","17.499"
"Lenovo IdeaPad Flex 5 14IAU7 82R700JETX i5-1235U 8 GB 512 GB SSD Iris Xe Graphics 14"" WUXGA İkisi Bir Arada Notebook",Lenovo,"Lenovo IdeaPad Flex 5","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-flex-5-14iau7-82r700jetx-i5-1235u-8-gb-512-gb-ssd-iris-xe-graphics-14-wuxga-notebook-fiyati,425604209.html","512 GB","Intel Core i5","12. Nesil","i5-1235U",10,"3.3 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","4266 MHz",LPDDR4x,WUXGA,"14 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Home","1.5","38 Wh","32.599"
"Lenovo V15 G4 IRU 83A10091TR i5-13420H 8 GB 256 GB SSD UHD Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-g4-83a10091tr-i5-13420h-8-gb-256-gb-ssd-15-6-dos-fhd-dizustu-bilgisayar-fiyati,450271732.html","256 GB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos","1.65","38 Wh","17.759"
"Lenovo ThinkPad E16 Gen 1 21JN0008TX i5-1335U 16 GB 512 GB SSD Iris Xe Graphics 16"" WUXGA Notebook",Lenovo,"Lenovo ThinkPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-e16-gen-1-21jn0008tx-i5-1335u-16-gb-512-gb-ssd-iris-xe-graphics-16-wuxga-notebook-fiyati,467280575.html","512 GB","Intel Core i5","13. Nesil","i5-1335U",10,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Free Dos","1.81","57 Wh","27.035"
